id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
155716,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Indian Express,2014-06-14,Modi and team get first Army briefing"";""New Indian Express,2014-06-14,Border on Boil ahead of Jaitley Visit""",Indian Express;New Indian Express,2014-06-14;2014-06-14,Modi and team get first Army briefing;Border on Boil ahead of Jaitley Visit,"Army spokesman in Jammu, Lieutenant Colonel Manish Mehta",2,Bala Kote village,"near the Line of Control in the Mendhar region

in the Balakote sector 

along the LoC in Mendhar-BhimberGali- Keri forward areas of the Poonch district,”",Jammu and Kashmir State,Poonch District,33.494364,74.131355,POINT (74.131355 33.494364),177629,India,750,Asia,1,1,06/13/2014 00:00:00,06/13/2014 00:00:00,1,0,0,0,1,1,1,
155947,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Press Trust of India,2014-07-16,BSF jawan killed as Pak troops pound Indian positions"";""Indian Express,2014-07-17,BSF man killed in Pak firing, four civilians hurt""",Press Trust of India;Indian Express,2014-07-16;2014-07-17,"BSF jawan killed as Pak troops pound Indian positions;BSF man killed in Pak firing, four civilians hurt",,2,"Arnia town, Bishna sub-district"," Indian forward positions along the International Border in Jammu district 

 at forward Pittal outpost in Arnia forward area in R S Pura 

along the International Border in Arnia sector of Jammu and Kashmir",Jammu and Kashmir State,Jammu District,32.478715,74.764663,POINT (74.764663 32.478715),176190,India,750,Asia,1,1,07/16/2014 00:00:00,07/16/2014 00:00:00,1,0,0,0,1,1,1,
156190,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""The Hindu,2014-08-24,Two killed in Pakistani firing"";""Reuters News,2014-08-24,India, Pakistan intensify cross-border firing as ties sour""",The Hindu;Reuters News,2014-08-24;2014-08-24,"Two killed in Pakistani firing;India, Pakistan intensify cross-border firing as ties sour","Pakistani security forces
Pakistani media ",5,LoC,"Pakistani side of LoC 

(the firing targeting the indian side was here: along the International Border (IB) in R S Pura and Arnia sectors in Jammu province.)",Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,1,1,08/23/2014 00:00:00,08/23/2014 00:00:00,0,0,0,0,0,2,0,
156588,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP, J&K  timeline 2014,1753-01-01,December 31""","SATP, J&K  timeline 2014",1753-01-01,December 31,,5,LoC Samba sector,"in Samba sector

BSF posts and civilian areas at Khwara, along the International Border in Samba sector",Jammu and Kashmir State,Samba District,32.470000,74.900000,POINT (74.900000 32.470000),176190,India,750,Asia,1,1,01/31/2014 00:00:00,01/31/2014 00:00:00,1,1,0,0,2,1,1,
156589,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP, J&K  timeline 2014,1753-01-01,December 31""","SATP, J&K  timeline 2014",1753-01-01,December 31,,3,Samba District,"in Samba sector

BSF posts and civilian areas at  Regal, along the International Border in Samba sector",Jammu and Kashmir State,Samba District,32.575230,75.109290,POINT (75.109290 32.575230),176911,India,750,Asia,1,1,01/31/2014 00:00:00,01/31/2014 00:00:00,0,1,0,0,1,2,1,
156590,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP, J&K  timeline 2014,1753-01-01,December 31""","SATP, J&K  timeline 2014",1753-01-01,December 31,,2,Suchet Garh village,"in Samba sector

BSF posts and civilian areas at  Suchetgarh Kullian,  along the International Border in Samba sector",Jammu and Kashmir State,Samba District,32.441790,75.057907,POINT (75.057907 32.441790),176191,India,750,Asia,1,1,01/31/2014 00:00:00,01/31/2014 00:00:00,0,1,0,0,1,1,2,
156591,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP, J&K  timeline 2014,1753-01-01,December 31""","SATP, J&K  timeline 2014",1753-01-01,December 31,,3,Samba District,"in Samba sector

BSF posts and civilian areas at Mawa along the International Border in Samba sector",Jammu and Kashmir State,Samba District,32.575230,75.109290,POINT (75.109290 32.575230),176911,India,750,Asia,1,1,01/31/2014 00:00:00,01/31/2014 00:00:00,0,1,0,0,1,1,1,
156946,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,7,"""SATP, J&K timeline, 2014,1753-01-01,October 5"";""SATP, J&K timeline, 2014,1753-01-01,October 5"";""Press Trust of India,2014-10-06,Five villagers killed in heavy shelling by Pakistan along IB"";""Reuters News,2014-10-06,Five Indian civilians killed in border clash with Pakistan"";""Indian Express,2014-10-07,As Pakistan violates ceasefire, India vows ‘effective retaliation’"";""The Telegraph,2014-10-07,Shells rain death, then sweets follow"";""Indian Express,2014-10-09,Bushfire to bullets: Face-off threatens to spin out of control""","SATP, J&K timeline, 2014;SATP, J&K timeline, 2014;Press Trust of India;Reuters News;Indian Express;The Telegraph;Indian Express",1753-01-01;1753-01-01;2014-10-06;2014-10-06;2014-10-07;2014-10-07;2014-10-09,"October 5;October 5;Five villagers killed in heavy shelling by Pakistan along IB;Five Indian civilians killed in border clash with Pakistan;As Pakistan violates ceasefire, India vows ‘effective retaliation’;Shells rain death, then sweets follow;Bushfire to bullets: Face-off threatens to spin out of control","Sub-Divisional Police Officer (SDPO), R S Pura Tehsil, Devender Singh
Rakesh Kumar, inspector general of the Indian border security forces.

a villager",2,"Arnia town, Bishna sub-district","Mahashey De Kothey [I think this is v close to Arnia]

 Mahasha Da Kote  village in the Arnia sub sector

Mashan-De-Kothe - adjoining hamlet from Arnia",Jammu and Kashmir State,Jammu District,32.478715,74.764663,POINT (74.764663 32.478715),176190,India,750,Asia,1,2,10/05/2014 00:00:00,10/06/2014 00:00:00,0,0,4,0,4,4,4,
156956,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,4,"""Reuters News,2014-10-06,Indian-Pakistan fighting kills nine civilians, three militants"";""Press Trust of India,2014-10-06,Pakistan lodges protest with India for ceasefire violations"";""The Telegraph,2014-10-08,Militant 'blowback' looms on border"";""Indian Express,2014-10-09,Bushfire to bullets: Face-off threatens to spin out of control""",Reuters News;Press Trust of India;The Telegraph;Indian Express,2014-10-06;2014-10-06;2014-10-08;2014-10-09,"Indian-Pakistan fighting kills nine civilians, three militants;Pakistan lodges protest with India for ceasefire violations;Militant 'blowback' looms on border;Bushfire to bullets: Face-off threatens to spin out of control","pakistan
Authorities in Pakistan
An Inter-Services Public Relations (ISPR) statement",3,Sialkot District,"""at all the places"";
 on [pakistani] side of the IB
 
in the Sialkot sector,Dhamala village 
[original text: ""in the Sialkot sector, mostly in two villages, Dhamala and Tulsipur""]

village of Dhamala, perched near the border east of Sialkot,",Punjab Province,Sialkot District,32.443325,74.568170,POINT (74.568170 32.443325),176190,Pakistan,770,Asia,2,2,10/05/2014 00:00:00,10/06/2014 00:00:00,0,0,3,0,3,3,3,
156958,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Reuters News,2014-10-08,Five more civilians killed in worst India-Pakistan fighting for years"";""Indian Express,2014-10-09,Bushfire to bullets: Face-off threatens to spin out of control""",Reuters News;Indian Express,2014-10-08;2014-10-09,Five more civilians killed in worst India-Pakistan fighting for years;Bushfire to bullets: Face-off threatens to spin out of control,authorities,3,Sialkot District,"along the de facto border dividing the region

 in the Sialkot sector",Punjab Province,Sialkot District,32.443325,74.568170,POINT (74.568170 32.443325),176190,Pakistan,770,Asia,1,2,10/07/2014 00:00:00,10/08/2014 00:00:00,0,0,3,0,3,3,3,
156959,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Reuters News,2014-10-08,Five more civilians killed in worst India-Pakistan fighting for years""",Reuters News,2014-10-08,Five more civilians killed in worst India-Pakistan fighting for years,,5,LoC,,Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,1,4,10/01/2014 00:00:00,10/08/2014 00:00:00,0,0,0,0,0,2,0,
156964,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Indian Express,2014-10-09,Bushfire to bullets: Face-off threatens to spin out of control""",Indian Express,2014-10-09,Bushfire to bullets: Face-off threatens to spin out of control,"military sources
 sources in the force’s intelligence wing, the G-Branch",2,Arnia town, Pakistan Ranger positions facing Pital Post,Jammu and Kashmir State,Jammu District,32.520378,74.798998,POINT (74.798998 32.520378),176910,India,750,Asia,2,2,06/13/2014 00:00:00,06/16/2014 00:00:00,0,4,0,0,4,4,2,
156981,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""The Telegraph,2014-10-10,Target: Pak army stocks""",The Telegraph,2014-10-10,Target: Pak army stocks,,2,Balnoi village,Line of Control near Balnoi in Mendhar.,Jammu and Kashmir State,Poonch District,33.603170,73.979198,POINT (73.979198 33.603170),178348,India,750,Asia,1,1,10/01/2014 00:00:00,10/01/2014 00:00:00,0,0,0,0,0,1,0,
157311,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Reuters News,2014-10-12,Pakistan says 12 dead in border clashes with India, appeals to UN""",Reuters News,2014-10-12,"Pakistan says 12 dead in border clashes with India, appeals to UN"," press release from the [pakistani] Foreign Ministry
Sartaj Aziz, the adviser to Prime Minister Nawaz Sharif on national security and foreign affairs, ",5,LoC," in Pakistan,  across disputed border
",Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,2,4,10/01/2014 00:00:00,10/11/2014 00:00:00,0,0,0,0,0,3,0,
157317,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2014-10-14,Pak, India military officials talk to ease border tension""",Press Trust of India,2014-10-14,"Pak, India military officials talk to ease border tension",,5,LoC,along the international border and LoC,Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,2,4,10/01/2014 00:00:00,10/13/2014 00:00:00,0,0,0,0,0,1,0,
157365,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2014-10-17,Villager injured in Pak shelling dies, toll rises to 9""",Press Trust of India,2014-10-17,"Villager injured in Pak shelling dies, toll rises to 9",police,2,Ranbirsinghpora town,along International Border (IB) last week in R S Pura belt of Jammu district,Jammu and Kashmir State,Jammu District,32.565321,74.698272,POINT (74.698272 32.565321),176910,India,750,Asia,1,4,10/01/2014 00:00:00,10/17/2014 00:00:00,0,0,1,0,1,1,1,
157416,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2014-10-29,Pak lodges protest with India over civilian death""",Press Trust of India,2014-10-29,Pak lodges protest with India over civilian death,"the Foreign Office
Pakistan",2,Rawalakot town,"Rawlakot sector ,  Line of Control (LoC)",Jammu and Kashmir State,Poonch District,33.857816,73.760426,POINT (73.760426 33.857816),178348,India,750,Asia,1,1,10/28/2014 00:00:00,10/28/2014 00:00:00,0,0,1,0,1,1,1,
157523,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""New Indian Express,2014-11-12,Pak Violates  Ceasefire again on LoC""",New Indian Express,2014-11-12,Pak Violates  Ceasefire again on LoC,,1,"Arnia town, Bishna sub-district",Arnia town ,Jammu and Kashmir State,Jammu District,32.478715,74.764663,POINT (74.764663 32.478715),176190,India,750,Asia,2,4,10/01/2014 00:00:00,10/31/2014 00:00:00,0,0,1,0,1,1,1,
157599,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2014-11-21,Pak lodges protest with India over soldier's death at LoC""",Press Trust of India,2014-11-21,Pak lodges protest with India over soldier's death at LoC,Pakistan's Foreign Office in a statement,2,Pandu village,Pandu Sector along the LoC,Azad Jammu & Kashmir,Muzaffarabad District,34.154773,73.899050,POINT (73.899050 34.154773),179068,Pakistan,770,Asia,1,1,11/20/2014 00:00:00,11/20/2014 00:00:00,0,1,0,0,1,1,1,
157635,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2014-11-25,13 civilians killed in ceasefire violations in 2014: Parrikar""",Press Trust of India,2014-11-25,13 civilians killed in ceasefire violations in 2014: Parrikar,Statistics given by Defence Minister Manohar Parrikar in a written reply to Rajya Sabha,5,LoC, along the Indo-Pak border in Jammu and Kashmir ,Jammu and Kashmir State,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,5,01/01/2014 00:00:00,10/31/2014 00:00:00,0,0,0,0,0,2,0,
162391,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Press Trust of India,2014-12-31,Pak violates ceasefire again, BSF jawan killed"";""Press Trust of India,2015-01-01,India to lodge protest with Pak against ceasefire violations""",Press Trust of India;Press Trust of India,2014-12-31;2015-01-01,"Pak violates ceasefire again, BSF jawan killed;India to lodge protest with Pak against ceasefire violations","nspector General, BSF, Jammu Frontier, Rakesh Sharma ",2,Suchet Garh village," along the International Border in Samba district of Jammu and Kashmir

patrolling party of BSF along IB in Suchtegarh forward belt in Samba sector

on Regal post in Samba.",Jammu and Kashmir State,Samba District,32.441790,75.057907,POINT (75.057907 32.441790),176191,India,750,Asia,1,1,12/31/2014 00:00:00,12/31/2014 00:00:00,1,0,0,0,1,1,1,
162403,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,3,"""Press Trust of India,2014-12-31,Govt asks BSF to give a befitting reply to Pak firing"";""Press Trust of India,2014-12-31,Four Pak rangers killed in retaliatory BSF firing after one"";""New Indian Express,2015-01-03,Sartaj Aziz Writes to Sushma, Protests Killing of Rangers""",Press Trust of India;Press Trust of India;New Indian Express,2014-12-31;2014-12-31;2015-01-03,"Govt asks BSF to give a befitting reply to Pak firing;Four Pak rangers killed in retaliatory BSF firing after one;Sartaj Aziz Writes to Sushma, Protests Killing of Rangers","Border Security Force D K Pathak
(IG) BSF, Jammu Frontier Rakesh Sharma 

Pakistan Foreign Ministry release. ",3,Samba District,"opposite to Regal post, along the IB in Samba sector ",Jammu and Kashmir State,Samba District,32.575230,75.109290,POINT (75.109290 32.575230),176911,India,750,Asia,1,1,12/31/2014 00:00:00,12/31/2014 00:00:00,0,2,0,0,2,4,2,
